# main x,main y,main z,head x,head y,head z,tail x,tail y,tail z
0.268,0.081,1.072,0.436,1.404,0.796,0.057,-1.481,0.497
0.268,0.081,1.071,0.436,1.405,0.796,0.057,-1.481,0.497
0.268,0.082,1.071,0.436,1.405,0.795,0.057,-1.481,0.497
0.269,0.082,1.070,0.436,1.405,0.794,0.057,-1.481,0.497
0.269,0.082,1.070,0.437,1.405,0.793,0.058,-1.481,0.497
0.269,0.082,1.070,0.437,1.405,0.793,0.058,-1.480,0.497
0.269,0.083,1.069,0.437,1.406,0.792,0.058,-1.480,0.497
0.269,0.083,1.069,0.437,1.406,0.791,0.058,-1.480,0.497
0.269,0.083,1.068,0.438,1.406,0.790,0.058,-1.480,0.497
0.270,0.083,1.068,0.438,1.406,0.790,0.058,-1.480,0.497
0.270,0.084,1.067,0.438,1.407,0.789,0.058,-1.479,0.497
0.270,0.084,1.067,0.438,1.407,0.788,0.058,-1.479,0.496
0.270,0.084,1.066,0.439,1.407,0.787,0.058,-1.479,0.496
0.270,0.085,1.066,0.439,1.407,0.786,0.058,-1.479,0.496
0.270,0.085,1.065,0.439,1.407,0.786,0.058,-1.479,0.496
0.271,0.085,1.065,0.439,1.408,0.785,0.058,-1.479,0.496
0.271,0.086,1.064,0.440,1.408,0.784,0.058,-1.478,0.496
0.271,0.086,1.064,0.440,1.408,0.783,0.058,-1.478,0.496
0.271,0.086,1.063,0.440,1.408,0.782,0.058,-1.478,0.496
0.271,0.087,1.063,0.440,1.409,0.781,0.058,-1.478,0.496
0.272,0.087,1.062,0.440,1.409,0.780,0.058,-1.477,0.496
0.272,0.087,1.062,0.441,1.409,0.779,0.058,-1.477,0.496
0.272,0.088,1.061,0.441,1.410,0.779,0.058,-1.477,0.496
0.272,0.088,1.061,0.441,1.410,0.778,0.058,-1.477,0.495
0.272,0.088,1.060,0.441,1.410,0.777,0.058,-1.477,0.495
0.272,0.089,1.060,0.442,1.410,0.776,0.057,-1.476,0.495
0.272,0.089,1.059,0.442,1.411,0.775,0.057,-1.476,0.495
0.272,0.089,1.059,0.442,1.411,0.774,0.057,-1.476,0.495
0.272,0.090,1.058,0.443,1.411,0.773,0.058,-1.476,0.495
0.273,0.090,1.057,0.443,1.411,0.772,0.058,-1.476,0.495
0.273,0.091,1.057,0.443,1.412,0.771,0.058,-1.475,0.495
0.273,0.091,1.056,0.443,1.412,0.770,0.058,-1.475,0.495
0.273,0.091,1.056,0.443,1.412,0.769,0.058,-1.475,0.494
0.273,0.092,1.055,0.444,1.412,0.768,0.058,-1.475,0.494
0.274,0.092,1.055,0.444,1.413,0.767,0.058,-1.474,0.494
0.274,0.092,1.054,0.444,1.413,0.766,0.058,-1.474,0.494
0.274,0.093,1.053,0.444,1.413,0.765,0.058,-1.474,0.494
0.274,0.093,1.053,0.445,1.413,0.764,0.058,-1.474,0.494
0.274,0.094,1.052,0.445,1.414,0.763,0.058,-1.474,0.494
0.274,0.094,1.052,0.445,1.414,0.762,0.058,-1.473,0.494
0.275,0.094,1.051,0.445,1.414,0.761,0.058,-1.473,0.494
0.275,0.095,1.050,0.446,1.415,0.760,0.058,-1.473,0.494
0.275,0.095,1.050,0.446,1.415,0.759,0.058,-1.473,0.493
0.275,0.095,1.049,0.446,1.415,0.758,0.058,-1.473,0.493
0.275,0.096,1.048,0.446,1.415,0.757,0.058,-1.472,0.493
0.276,0.096,1.048,0.447,1.416,0.756,0.058,-1.472,0.493
0.276,0.097,1.047,0.447,1.416,0.755,0.058,-1.472,0.493
0.276,0.097,1.047,0.447,1.416,0.754,0.058,-1.472,0.493
0.276,0.097,1.046,0.447,1.417,0.753,0.058,-1.471,0.493
0.276,0.098,1.045,0.448,1.417,0.752,0.058,-1.471,0.493
0.277,0.098,1.045,0.448,1.417,0.750,0.058,-1.471,0.493
0.277,0.098,1.044,0.448,1.417,0.749,0.058,-1.471,0.492
0.277,0.099,1.043,0.449,1.418,0.748,0.058,-1.471,0.492
0.277,0.099,1.043,0.449,1.418,0.747,0.058,-1.470,0.492
0.278,0.100,1.042,0.449,1.418,0.746,0.058,-1.470,0.492
0.278,0.100,1.041,0.449,1.418,0.745,0.058,-1.470,0.492
0.278,0.100,1.040,0.450,1.419,0.743,0.059,-1.470,0.492
0.278,0.101,1.040,0.450,1.419,0.742,0.059,-1.469,0.492
0.279,0.101,1.039,0.450,1.419,0.741,0.059,-1.469,0.492
0.279,0.102,1.038,0.451,1.420,0.740,0.059,-1.469,0.491
0.279,0.102,1.038,0.451,1.420,0.739,0.059,-1.469,0.491
0.279,0.102,1.037,0.451,1.420,0.737,0.059,-1.468,0.491
0.280,0.103,1.036,0.451,1.421,0.736,0.059,-1.468,0.491
0.280,0.104,1.035,0.452,1.421,0.735,0.059,-1.468,0.491
0.280,0.104,1.035,0.452,1.422,0.733,0.059,-1.467,0.491
0.280,0.105,1.034,0.452,1.422,0.732,0.059,-1.467,0.491
0.280,0.105,1.033,0.453,1.422,0.731,0.059,-1.467,0.490
0.281,0.105,1.032,0.453,1.422,0.730,0.059,-1.467,0.490
0.281,0.106,1.031,0.453,1.423,0.728,0.059,-1.466,0.490
0.281,0.106,1.031,0.454,1.423,0.727,0.059,-1.466,0.490
0.281,0.107,1.030,0.454,1.424,0.725,0.059,-1.466,0.490
0.282,0.107,1.029,0.454,1.424,0.724,0.059,-1.466,0.490
0.282,0.108,1.028,0.454,1.424,0.722,0.059,-1.465,0.490
0.282,0.108,1.027,0.455,1.425,0.721,0.059,-1.465,0.490
0.283,0.109,1.026,0.455,1.425,0.719,0.059,-1.465,0.489
0.283,0.109,1.025,0.455,1.425,0.718,0.059,-1.464,0.489
0.283,0.110,1.024,0.455,1.426,0.716,0.060,-1.464,0.489
0.283,0.110,1.024,0.456,1.426,0.715,0.060,-1.464,0.489
0.284,0.111,1.023,0.456,1.426,0.713,0.060,-1.464,0.489
0.284,0.111,1.022,0.456,1.427,0.712,0.060,-1.463,0.489
0.284,0.112,1.021,0.457,1.427,0.710,0.060,-1.463,0.488
0.285,0.113,1.020,0.457,1.427,0.709,0.060,-1.463,0.488
0.285,0.113,1.019,0.457,1.428,0.707,0.060,-1.462,0.488
0.285,0.114,1.018,0.457,1.428,0.705,0.060,-1.462,0.488
0.285,0.114,1.017,0.458,1.429,0.704,0.060,-1.462,0.488
0.286,0.115,1.016,0.458,1.429,0.702,0.060,-1.461,0.488
0.286,0.115,1.015,0.458,1.429,0.700,0.060,-1.461,0.488
0.286,0.116,1.014,0.459,1.430,0.699,0.060,-1.461,0.487
0.287,0.116,1.013,0.459,1.430,0.697,0.061,-1.460,0.487
0.287,0.117,1.012,0.459,1.431,0.695,0.061,-1.460,0.487
0.287,0.118,1.011,0.459,1.431,0.693,0.061,-1.460,0.487
0.288,0.118,1.010,0.460,1.431,0.692,0.061,-1.460,0.487
0.288,0.119,1.009,0.460,1.432,0.690,0.061,-1.459,0.486
0.288,0.119,1.008,0.460,1.432,0.688,0.061,-1.459,0.486
0.289,0.120,1.007,0.461,1.433,0.686,0.061,-1.459,0.486
0.289,0.121,1.005,0.461,1.433,0.684,0.061,-1.458,0.486
0.289,0.121,1.004,0.461,1.434,0.682,0.061,-1.458,0.486
0.290,0.122,1.003,0.461,1.434,0.680,0.061,-1.458,0.486
0.290,0.122,1.002,0.462,1.434,0.678,0.062,-1.457,0.485
0.291,0.123,1.001,0.462,1.435,0.676,0.062,-1.457,0.485
0.291,0.124,1.000,0.462,1.435,0.674,0.062,-1.456,0.485
0.291,0.124,0.998,0.462,1.436,0.672,0.062,-1.456,0.485
0.291,0.125,0.997,0.463,1.436,0.670,0.062,-1.456,0.485
0.292,0.126,0.996,0.463,1.437,0.668,0.062,-1.455,0.484
0.292,0.126,0.995,0.463,1.437,0.666,0.062,-1.455,0.484
0.293,0.127,0.993,0.464,1.438,0.664,0.062,-1.455,0.484
0.293,0.128,0.992,0.464,1.438,0.661,0.063,-1.454,0.484
0.293,0.128,0.991,0.464,1.439,0.659,0.063,-1.454,0.484
0.294,0.129,0.989,0.465,1.439,0.657,0.063,-1.454,0.483
0.294,0.130,0.988,0.465,1.440,0.654,0.063,-1.453,0.483
0.295,0.131,0.986,0.466,1.440,0.652,0.063,-1.453,0.483
0.295,0.131,0.985,0.466,1.441,0.650,0.063,-1.452,0.483
0.296,0.132,0.984,0.466,1.441,0.647,0.063,-1.452,0.482
0.296,0.133,0.982,0.467,1.442,0.645,0.064,-1.452,0.482
0.297,0.134,0.981,0.467,1.442,0.642,0.064,-1.451,0.482
0.297,0.134,0.979,0.468,1.443,0.639,0.064,-1.451,0.482
0.298,0.135,0.977,0.468,1.443,0.637,0.064,-1.450,0.482
0.298,0.136,0.976,0.468,1.444,0.634,0.064,-1.450,0.481
0.299,0.137,0.974,0.469,1.444,0.632,0.065,-1.449,0.481
0.300,0.138,0.973,0.469,1.445,0.629,0.065,-1.449,0.481
0.300,0.138,0.971,0.470,1.445,0.626,0.065,-1.449,0.481
0.301,0.139,0.969,0.470,1.446,0.623,0.065,-1.448,0.480
0.301,0.140,0.968,0.471,1.446,0.620,0.066,-1.448,0.480
0.302,0.141,0.966,0.471,1.447,0.617,0.066,-1.447,0.480
0.303,0.142,0.964,0.472,1.448,0.614,0.066,-1.447,0.479
0.303,0.143,0.962,0.472,1.448,0.611,0.066,-1.446,0.479
0.304,0.144,0.960,0.473,1.449,0.608,0.066,-1.446,0.479
0.305,0.145,0.959,0.473,1.449,0.605,0.067,-1.445,0.479
0.305,0.146,0.957,0.474,1.450,0.602,0.067,-1.445,0.478
0.306,0.146,0.955,0.474,1.450,0.599,0.067,-1.444,0.478
0.307,0.147,0.953,0.475,1.451,0.595,0.068,-1.444,0.478
0.308,0.148,0.951,0.475,1.452,0.592,0.068,-1.443,0.477
0.308,0.149,0.949,0.476,1.452,0.588,0.068,-1.443,0.477
0.309,0.150,0.947,0.477,1.453,0.585,0.068,-1.442,0.477
0.310,0.151,0.947,0.477,1.454,0.585,0.069,-1.441,0.477
0.310,0.151,0.947,0.477,1.453,0.586,0.069,-1.441,0.477
0.311,0.151,0.948,0.478,1.453,0.586,0.069,-1.441,0.477
0.311,0.151,0.948,0.478,1.453,0.587,0.069,-1.441,0.477
0.312,0.151,0.948,0.478,1.453,0.587,0.069,-1.441,0.477
0.312,0.150,0.948,0.478,1.453,0.587,0.069,-1.442,0.478
0.313,0.150,0.948,0.479,1.453,0.587,0.070,-1.441,0.478
0.313,0.150,0.948,0.479,1.453,0.587,0.070,-1.442,0.478
0.313,0.150,0.948,0.479,1.453,0.587,0.070,-1.442,0.478
0.314,0.150,0.949,0.479,1.453,0.588,0.070,-1.442,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.442,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.442,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.442,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.442,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.315,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.315,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.315,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.070,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.069,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.069,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.069,-1.441,0.478
0.314,0.150,0.949,0.480,1.453,0.588,0.069,-1.441,0.478
0.315,0.151,0.948,0.480,1.454,0.587,0.070,-1.441,0.478
0.314,0.151,0.948,0.480,1.454,0.587,0.070,-1.441,0.478
0.314,0.151,0.948,0.480,1.454,0.587,0.069,-1.441,0.478
0.314,0.151,0.948,0.479,1.454,0.587,0.069,-1.441,0.478
0.314,0.151,0.949,0.479,1.454,0.587,0.069,-1.441,0.478
0.313,0.151,0.949,0.479,1.454,0.588,0.069,-1.441,0.478
0.313,0.151,0.949,0.479,1.454,0.588,0.069,-1.441,0.478
0.313,0.151,0.949,0.479,1.454,0.588,0.069,-1.441,0.478
0.313,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.313,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.068,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.067,-1.441,0.478
0.312,0.151,0.949,0.479,1.454,0.588,0.067,-1.441,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.441,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.441,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.441,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.441,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.949,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.310,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.310,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.310,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.310,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.310,0.151,0.948,0.479,1.454,0.588,0.066,-1.440,0.478
0.311,0.151,0.948,0.479,1.454,0.588,0.067,-1.440,0.478
0.311,0.151,0.948,0.480,1.454,0.587,0.067,-1.441,0.478
0.311,0.151,0.948,0.480,1.454,0.587,0.066,-1.441,0.477
0.310,0.151,0.948,0.479,1.454,0.587,0.066,-1.441,0.477
0.310,0.151,0.948,0.479,1.454,0.587,0.066,-1.441,0.477
0.310,0.151,0.948,0.479,1.454,0.587,0.066,-1.441,0.477
0.309,0.151,0.948,0.479,1.454,0.587,0.066,-1.441,0.477
0.309,0.151,0.948,0.478,1.454,0.587,0.066,-1.441,0.477
0.309,0.151,0.948,0.478,1.454,0.587,0.065,-1.441,0.477
0.309,0.151,0.948,0.478,1.454,0.587,0.065,-1.441,0.477
0.309,0.151,0.948,0.478,1.454,0.587,0.065,-1.441,0.477
0.309,0.151,0.948,0.478,1.454,0.587,0.065,-1.441,0.477
0.309,0.151,0.948,0.478,1.454,0.587,0.065,-1.441,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.065,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.479,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.479,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.479,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.479,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.308,0.151,0.948,0.479,1.454,0.587,0.064,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.064,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.063,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.063,-1.440,0.477
0.306,0.151,0.948,0.478,1.454,0.587,0.063,-1.440,0.477
0.306,0.152,0.948,0.478,1.454,0.587,0.063,-1.440,0.477
0.307,0.151,0.948,0.478,1.454,0.587,0.063,-1.440,0.477
0.306,0.151,0.948,0.477,1.454,0.587,0.063,-1.440,0.477
0.306,0.152,0.948,0.477,1.454,0.587,0.063,-1.440,0.477
0.305,0.152,0.948,0.477,1.454,0.587,0.062,-1.440,0.477
0.305,0.152,0.948,0.477,1.454,0.587,0.062,-1.440,0.476
0.305,0.152,0.948,0.477,1.454,0.587,0.062,-1.440,0.476
0.305,0.152,0.948,0.477,1.454,0.587,0.062,-1.440,0.476
0.305,0.152,0.948,0.477,1.454,0.587,0.062,-1.440,0.476
0.305,0.152,0.948,0.477,1.454,0.587,0.062,-1.440,0.476
0.305,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.440,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.061,-1.439,0.476
0.304,0.152,0.948,0.477,1.454,0.587,0.060,-1.439,0.476
0.303,0.152,0.948,0.477,1.454,0.587,0.060,-1.439,0.476
0.303,0.152,0.948,0.477,1.454,0.587,0.060,-1.439,0.476
0.303,0.152,0.948,0.477,1.454,0.587,0.060,-1.439,0.476
0.303,0.152,0.948,0.477,1.454,0.587,0.060,-1.439,0.476
0.303,0.152,0.948,0.477,1.454,0.587,0.060,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.060,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.059,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.059,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.059,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.059,-1.439,0.476
0.302,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.059,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.058,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.058,-1.439,0.476
0.301,0.153,0.947,0.476,1.455,0.587,0.058,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.059,-1.439,0.476
0.302,0.153,0.947,0.477,1.455,0.587,0.059,-1.439,0.476
0.302,0.153,0.947,0.478,1.455,0.586,0.059,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.586,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.586,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.586,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.586,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.587,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.587,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.587,0.058,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.301,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.478,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.477,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.477,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.477,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.477,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.477,1.455,0.587,0.057,-1.438,0.475
0.300,0.153,0.947,0.477,1.455,0.587,0.056,-1.438,0.475
0.299,0.153,0.947,0.477,1.455,0.587,0.056,-1.438,0.475
0.299,0.153,0.947,0.477,1.455,0.587,0.056,-1.438,0.475
0.299,0.153,0.947,0.477,1.455,0.587,0.056,-1.438,0.475
0.299,0.153,0.947,0.477,1.455,0.587,0.056,-1.438,0.475
0.299,0.154,0.946,0.477,1.455,0.586,0.056,-1.438,0.475
0.298,0.154,0.947,0.477,1.455,0.586,0.056,-1.438,0.475
0.298,0.154,0.947,0.477,1.455,0.586,0.056,-1.438,0.475
0.298,0.154,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.298,0.154,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.298,0.154,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.298,0.154,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.154,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.154,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.298,0.153,0.947,0.477,1.455,0.586,0.056,-1.438,0.475
0.298,0.153,0.947,0.478,1.455,0.586,0.056,-1.438,0.475
0.298,0.153,0.947,0.477,1.454,0.586,0.055,-1.438,0.475
0.298,0.153,0.947,0.477,1.454,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.454,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.454,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.454,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.947,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.946,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.946,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.946,0.477,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.946,0.476,1.455,0.586,0.055,-1.438,0.475
0.297,0.153,0.946,0.476,1.455,0.586,0.054,-1.438,0.475
0.297,0.153,0.946,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.476,1.455,0.586,0.054,-1.438,0.475
0.296,0.153,0.947,0.475,1.455,0.586,0.054,-1.438,0.474
0.295,0.154,0.947,0.475,1.455,0.586,0.054,-1.438,0.474
0.295,0.154,0.947,0.475,1.455,0.586,0.053,-1.438,0.474
0.295,0.154,0.947,0.475,1.455,0.586,0.053,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.586,0.053,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.586,0.053,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.586,0.053,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.585,0.052,-1.438,0.474
0.293,0.154,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.293,0.154,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.293,0.154,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.293,0.154,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.294,0.154,0.946,0.475,1.455,0.586,0.053,-1.438,0.474
0.294,0.153,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.455,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.052,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.051,-1.438,0.474
0.293,0.153,0.946,0.475,1.454,0.586,0.051,-1.438,0.474
