# main x,main y,main z,head x,head y,head z,tail x,tail y,tail z
-0.035,0.114,1.013,-0.074,1.439,0.697,-0.001,-1.478,0.486
-0.034,0.116,1.010,-0.073,1.440,0.693,-0.000,-1.478,0.486
-0.033,0.117,1.008,-0.073,1.441,0.689,0.000,-1.477,0.486
-0.032,0.118,1.006,-0.072,1.442,0.686,0.001,-1.476,0.485
-0.031,0.120,1.004,-0.071,1.443,0.682,0.001,-1.476,0.485
-0.029,0.121,1.002,-0.070,1.443,0.679,0.002,-1.475,0.485
-0.028,0.122,1.000,-0.069,1.444,0.675,0.002,-1.474,0.485
-0.027,0.123,0.998,-0.068,1.445,0.672,0.003,-1.474,0.485
-0.026,0.124,0.996,-0.067,1.446,0.669,0.003,-1.473,0.484
-0.024,0.126,0.994,-0.065,1.447,0.665,0.004,-1.472,0.484
-0.023,0.127,0.992,-0.064,1.448,0.662,0.004,-1.471,0.484
-0.021,0.128,0.990,-0.062,1.449,0.659,0.004,-1.471,0.484
-0.020,0.129,0.988,-0.060,1.450,0.655,0.005,-1.470,0.483
-0.018,0.131,0.986,-0.058,1.451,0.652,0.005,-1.470,0.483
-0.017,0.132,0.984,-0.056,1.452,0.648,0.006,-1.469,0.483
-0.015,0.133,0.982,-0.054,1.452,0.645,0.006,-1.468,0.482
-0.013,0.135,0.980,-0.052,1.453,0.641,0.007,-1.467,0.482
-0.012,0.136,0.978,-0.049,1.454,0.637,0.007,-1.467,0.482
-0.010,0.137,0.975,-0.047,1.455,0.633,0.008,-1.466,0.481
-0.008,0.139,0.973,-0.045,1.456,0.629,0.008,-1.465,0.481
-0.007,0.140,0.970,-0.043,1.457,0.625,0.008,-1.464,0.480
-0.005,0.142,0.968,-0.040,1.458,0.620,0.009,-1.463,0.480
-0.003,0.143,0.965,-0.038,1.460,0.616,0.009,-1.462,0.480
-0.001,0.145,0.962,-0.035,1.461,0.611,0.010,-1.462,0.479
0.001,0.147,0.959,-0.033,1.462,0.607,0.010,-1.461,0.479
0.002,0.148,0.957,-0.030,1.463,0.602,0.011,-1.460,0.478
0.004,0.150,0.954,-0.027,1.464,0.597,0.011,-1.459,0.478
0.006,0.152,0.951,-0.025,1.465,0.592,0.012,-1.458,0.477
0.008,0.153,0.947,-0.022,1.467,0.587,0.012,-1.457,0.477
0.009,0.153,0.948,-0.021,1.467,0.587,0.013,-1.457,0.477
0.010,0.153,0.948,-0.021,1.467,0.587,0.013,-1.457,0.477
0.011,0.153,0.948,-0.020,1.467,0.587,0.014,-1.457,0.477
0.012,0.153,0.948,-0.019,1.467,0.587,0.014,-1.457,0.477
0.013,0.154,0.948,-0.019,1.467,0.587,0.015,-1.457,0.477
0.013,0.154,0.948,-0.018,1.467,0.587,0.015,-1.457,0.477
0.014,0.154,0.948,-0.018,1.467,0.587,0.015,-1.457,0.477
0.014,0.154,0.948,-0.018,1.467,0.587,0.016,-1.457,0.478
0.015,0.154,0.948,-0.017,1.467,0.588,0.016,-1.457,0.478
0.015,0.154,0.948,-0.017,1.467,0.588,0.016,-1.457,0.478
0.015,0.154,0.948,-0.017,1.467,0.588,0.016,-1.456,0.478
0.015,0.154,0.948,-0.017,1.467,0.588,0.016,-1.456,0.478
0.015,0.154,0.948,-0.017,1.467,0.588,0.016,-1.456,0.478
0.015,0.154,0.948,-0.017,1.467,0.588,0.016,-1.456,0.478
0.014,0.154,0.948,-0.018,1.467,0.588,0.016,-1.456,0.478
0.014,0.154,0.948,-0.018,1.467,0.588,0.016,-1.456,0.477
0.014,0.154,0.948,-0.018,1.467,0.588,0.015,-1.456,0.477
0.013,0.154,0.948,-0.018,1.467,0.587,0.015,-1.456,0.477
0.013,0.154,0.948,-0.019,1.467,0.587,0.015,-1.456,0.477
0.013,0.154,0.948,-0.019,1.467,0.587,0.015,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.015,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.019,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.014,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.012,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.013,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.011,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.010,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.010,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.010,0.154,0.948,-0.018,1.467,0.587,0.012,-1.456,0.477
0.010,0.154,0.948,-0.019,1.467,0.587,0.012,-1.456,0.477
0.010,0.154,0.948,-0.019,1.467,0.587,0.012,-1.456,0.477
0.009,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.477
0.009,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.477
0.009,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.476
0.009,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.476
0.009,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.476
0.008,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.476
0.008,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.476
0.008,0.154,0.948,-0.019,1.467,0.587,0.011,-1.456,0.476
0.008,0.154,0.948,-0.020,1.468,0.587,0.011,-1.456,0.476
0.008,0.154,0.948,-0.020,1.468,0.587,0.010,-1.456,0.476
0.008,0.154,0.948,-0.020,1.468,0.587,0.010,-1.456,0.476
0.008,0.154,0.948,-0.020,1.468,0.587,0.010,-1.456,0.476
0.008,0.154,0.948,-0.020,1.468,0.587,0.010,-1.456,0.476
0.008,0.155,0.948,-0.020,1.468,0.587,0.010,-1.456,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.010,-1.456,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.010,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.010,-1.455,0.476
0.007,0.155,0.947,-0.020,1.468,0.586,0.010,-1.455,0.476
0.007,0.155,0.947,-0.020,1.468,0.587,0.010,-1.455,0.476
0.007,0.155,0.947,-0.020,1.468,0.587,0.010,-1.455,0.476
0.007,0.155,0.947,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.947,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.947,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.007,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.006,0.155,0.948,-0.020,1.468,0.587,0.009,-1.455,0.476
0.006,0.155,0.947,-0.020,1.468,0.587,0.009,-1.455,0.476
0.006,0.155,0.947,-0.020,1.468,0.587,0.009,-1.455,0.476
0.006,0.155,0.947,-0.021,1.468,0.587,0.009,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.009,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.005,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.468,0.587,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.469,0.586,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.469,0.586,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.469,0.586,0.008,-1.455,0.476
0.004,0.155,0.947,-0.021,1.469,0.586,0.007,-1.455,0.476
0.004,0.155,0.947,-0.021,1.469,0.587,0.007,-1.455,0.476
0.004,0.155,0.947,-0.021,1.469,0.587,0.007,-1.455,0.476
0.004,0.155,0.947,-0.022,1.469,0.587,0.007,-1.455,0.476
0.003,0.155,0.947,-0.022,1.469,0.587,0.007,-1.455,0.476
0.003,0.155,0.947,-0.022,1.469,0.587,0.007,-1.455,0.475
0.003,0.155,0.947,-0.022,1.469,0.587,0.007,-1.455,0.475
0.002,0.155,0.947,-0.022,1.469,0.587,0.007,-1.455,0.475
0.002,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.002,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.002,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.002,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.023,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.587,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.001,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.586,0.006,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.586,0.005,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.587,0.005,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.587,0.005,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.587,0.005,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.587,0.005,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.587,0.005,-1.455,0.475
0.000,0.155,0.947,-0.024,1.469,0.587,0.005,-1.455,0.475
0.000,0.155,0.947,-0.025,1.469,0.587,0.005,-1.455,0.475
-0.000,0.155,0.947,-0.025,1.469,0.587,0.005,-1.455,0.475
-0.000,0.156,0.947,-0.025,1.469,0.587,0.005,-1.454,0.475
-0.001,0.156,0.947,-0.025,1.469,0.587,0.005,-1.454,0.475
-0.001,0.156,0.947,-0.025,1.469,0.587,0.005,-1.454,0.475
-0.001,0.156,0.947,-0.025,1.469,0.587,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.002,0.156,0.947,-0.026,1.469,0.586,0.004,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.947,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.003,0.156,0.946,-0.026,1.469,0.586,0.003,-1.454,0.474
-0.004,0.156,0.946,-0.026,1.469,0.586,0.003,-1.454,0.474
-0.004,0.156,0.946,-0.026,1.469,0.586,0.003,-1.454,0.474
-0.004,0.156,0.946,-0.026,1.469,0.586,0.002,-1.454,0.475
-0.004,0.156,0.946,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.004,0.156,0.946,-0.026,1.469,0.586,0.003,-1.454,0.475
-0.004,0.156,0.946,-0.026,1.469,0.586,0.002,-1.454,0.475
-0.004,0.156,0.946,-0.027,1.469,0.586,0.002,-1.454,0.475
-0.004,0.156,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.004,0.156,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.005,0.155,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.005,0.155,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.005,0.155,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.005,0.155,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.005,0.155,0.946,-0.027,1.469,0.586,0.002,-1.454,0.474
-0.005,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.028,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.028,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.028,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.585,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.454,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.455,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.000,-1.455,0.474
-0.007,0.155,0.946,-0.027,1.469,0.586,0.000,-1.455,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.455,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.455,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.455,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.455,0.474
-0.006,0.155,0.946,-0.027,1.469,0.586,0.001,-1.455,0.474
-0.007,0.155,0.946,-0.027,1.469,0.586,0.000,-1.455,0.474
-0.007,0.155,0.946,-0.027,1.469,0.586,0.000,-1.455,0.474
-0.007,0.155,0.946,-0.027,1.469,0.586,0.000,-1.455,0.474
-0.007,0.155,0.946,-0.028,1.469,0.586,0.000,-1.455,0.474
-0.008,0.155,0.946,-0.028,1.469,0.586,-0.000,-1.455,0.474
-0.008,0.155,0.946,-0.028,1.469,0.586,-0.000,-1.455,0.474
-0.008,0.155,0.946,-0.028,1.469,0.586,-0.000,-1.455,0.474
-0.008,0.155,0.946,-0.028,1.469,0.586,-0.000,-1.455,0.474
-0.008,0.155,0.946,-0.028,1.469,0.586,-0.001,-1.455,0.474
-0.009,0.155,0.946,-0.029,1.469,0.586,-0.001,-1.455,0.474
-0.009,0.155,0.946,-0.028,1.469,0.586,-0.001,-1.454,0.474
-0.009,0.155,0.946,-0.029,1.469,0.586,-0.001,-1.454,0.474
-0.009,0.155,0.946,-0.029,1.469,0.586,-0.001,-1.454,0.474
-0.009,0.155,0.946,-0.029,1.469,0.586,-0.001,-1.454,0.474
-0.009,0.156,0.945,-0.029,1.469,0.585,-0.001,-1.454,0.473
-0.009,0.155,0.946,-0.029,1.469,0.585,-0.001,-1.454,0.473
-0.010,0.155,0.946,-0.029,1.469,0.585,-0.001,-1.454,0.473
-0.010,0.155,0.946,-0.029,1.469,0.585,-0.002,-1.454,0.473
-0.010,0.155,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.155,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.155,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.155,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.010,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.011,0.156,0.946,-0.029,1.469,0.586,-0.002,-1.454,0.473
-0.011,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.011,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.011,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.011,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.012,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.012,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.012,0.156,0.946,-0.030,1.469,0.586,-0.003,-1.454,0.473
-0.012,0.156,0.946,-0.030,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.030,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.030,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.470,0.586,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.470,0.585,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.470,0.585,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.585,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.585,-0.004,-1.454,0.473
-0.013,0.156,0.945,-0.031,1.469,0.585,-0.004,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.469,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.469,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.469,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.469,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.469,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.015,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.454,0.473
-0.015,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.015,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.015,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.015,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.015,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.472
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.472
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.472
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.472
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.005,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
-0.014,0.156,0.945,-0.031,1.470,0.585,-0.006,-1.453,0.473
