# main body x,main body y,wheel left x,wheel left y,wheel right x,wheel right y,right 1 external,right 1 internal,wheel left hinge internal,wheel left hinge external,wheel left hinge applied force,wheel left hinge applied velocity,wheel right hinge internal,wheel right hinge external,wheel right hinge applied force,wheel right hinge applied velocity
3.413,1.288,3.340,1.245,3.486,1.332,-0.509,0.377,2.206,0.221,1000.000,6.812,-0.079,-0.008,1000.000,7.616
3.412,1.290,3.339,1.246,3.485,1.334,-0.514,0.378,2.138,0.214,1000.000,6.812,-0.156,-0.016,1000.000,7.616
3.411,1.292,3.338,1.248,3.483,1.336,-0.519,0.380,2.070,0.207,1000.000,6.812,-0.232,-0.023,1000.000,7.616
3.410,1.294,3.337,1.250,3.482,1.338,-0.524,0.381,2.002,0.200,1000.000,6.812,-0.308,-0.031,1000.000,7.616
3.408,1.296,3.336,1.252,3.481,1.340,-0.529,0.382,1.934,0.193,1000.000,6.812,-0.384,-0.038,1000.000,7.616
3.407,1.298,3.335,1.253,3.480,1.342,-0.534,0.383,1.866,0.187,1000.000,6.812,-0.460,-0.046,1000.000,7.616
3.406,1.299,3.334,1.255,3.479,1.344,-0.539,0.385,1.798,0.180,1000.000,6.812,-0.536,-0.054,1000.000,7.616
3.405,1.301,3.333,1.257,3.478,1.346,-0.544,0.386,1.730,0.173,1000.000,6.812,-0.612,-0.061,1000.000,7.616
3.404,1.303,3.332,1.259,3.476,1.348,-0.549,0.387,1.662,0.166,1000.000,6.900,-0.688,-0.069,1000.000,7.616
3.403,1.305,3.331,1.260,3.475,1.350,-0.554,0.388,1.593,0.159,1000.000,6.900,-0.764,-0.076,1000.000,7.616
3.402,1.307,3.330,1.262,3.474,1.352,-0.559,0.390,1.525,0.152,1000.000,6.900,-0.840,-0.084,1000.000,7.616
3.401,1.309,3.328,1.264,3.473,1.354,-0.564,0.391,1.456,0.146,1000.000,6.900,-0.917,-0.092,1000.000,7.616
3.400,1.310,3.327,1.266,3.472,1.355,-0.569,0.392,1.387,0.139,1000.000,6.900,-0.992,-0.099,1000.000,7.616
3.398,1.312,3.326,1.267,3.470,1.357,-0.574,0.393,1.318,0.132,1000.000,6.900,-1.069,-0.107,1000.000,7.616
3.397,1.314,3.325,1.269,3.469,1.359,-0.579,0.395,1.249,0.125,1000.000,6.900,-1.145,-0.114,1000.000,7.616
3.396,1.316,3.324,1.271,3.468,1.361,-0.584,0.396,1.180,0.118,1000.000,6.900,-1.221,-0.122,1000.000,7.616
3.395,1.318,3.323,1.273,3.467,1.363,-0.589,0.397,1.111,0.111,1000.000,6.900,-1.297,-0.130,1000.000,7.616
3.394,1.320,3.322,1.274,3.466,1.365,-0.594,0.399,1.043,0.104,1000.000,6.900,-1.373,-0.137,1000.000,7.616
3.393,1.322,3.321,1.276,3.464,1.367,-0.600,0.400,0.974,0.097,1000.000,6.987,-1.449,-0.145,1000.000,7.616
3.392,1.323,3.320,1.278,3.463,1.369,-0.605,0.401,0.904,0.090,1000.000,6.987,-1.525,-0.153,1000.000,7.616
3.390,1.325,3.319,1.280,3.462,1.371,-0.610,0.402,0.835,0.083,1000.000,6.987,-1.601,-0.160,1000.000,7.616
3.389,1.327,3.318,1.281,3.461,1.373,-0.615,0.404,0.765,0.076,1000.000,6.987,-1.677,-0.168,1000.000,7.616
3.388,1.329,3.316,1.283,3.460,1.375,-0.620,0.405,0.695,0.070,1000.000,6.987,-1.753,-0.175,1000.000,7.616
3.387,1.331,3.315,1.285,3.458,1.377,-0.625,0.406,0.625,0.063,1000.000,6.987,-1.829,-0.183,1000.000,7.616
3.386,1.333,3.314,1.287,3.457,1.379,-0.631,0.408,0.556,0.056,1000.000,6.987,-1.905,-0.191,1000.000,7.616
3.385,1.334,3.313,1.288,3.456,1.380,-0.636,0.409,0.486,0.049,1000.000,6.987,-1.982,-0.198,1000.000,7.616
3.383,1.336,3.312,1.290,3.455,1.382,-0.641,0.410,0.416,0.042,1000.000,6.987,-2.057,-0.206,1000.000,7.616
3.382,1.338,3.311,1.292,3.454,1.384,-0.646,0.412,0.346,0.035,1000.000,6.987,-2.134,-0.213,1000.000,7.616
3.381,1.340,3.310,1.294,3.452,1.386,-0.652,0.413,0.277,0.028,1000.000,7.075,-2.210,-0.221,1000.000,7.616
3.380,1.342,3.309,1.295,3.451,1.388,-0.657,0.414,0.206,0.021,1000.000,7.075,-2.286,-0.229,1000.000,7.616
3.379,1.344,3.307,1.297,3.450,1.390,-0.662,0.416,0.136,0.014,1000.000,7.075,-2.362,-0.236,1000.000,7.616
3.377,1.345,3.306,1.299,3.449,1.392,-0.667,0.417,0.065,0.007,1000.000,7.075,-2.438,-0.244,1000.000,7.616
3.376,1.347,3.305,1.301,3.447,1.394,-0.673,0.418,-0.005,-0.001,1000.000,7.075,-2.514,-0.251,1000.000,7.616
3.375,1.349,3.304,1.302,3.446,1.396,-0.678,0.419,-0.076,-0.008,1000.000,7.075,-2.590,-0.259,1000.000,7.616
3.374,1.351,3.303,1.304,3.445,1.398,-0.683,0.421,-0.146,-0.015,1000.000,7.075,-2.666,-0.267,1000.000,7.616
3.373,1.353,3.302,1.306,3.444,1.400,-0.688,0.422,-0.217,-0.022,1000.000,7.075,-2.742,-0.274,1000.000,7.616
3.371,1.355,3.301,1.308,3.442,1.401,-0.694,0.423,-0.288,-0.029,1000.000,7.075,-2.818,-0.282,1000.000,7.616
3.370,1.356,3.299,1.309,3.441,1.403,-0.699,0.425,-0.358,-0.036,1000.000,7.075,-2.894,-0.289,1000.000,7.616
3.369,1.358,3.298,1.311,3.440,1.405,-0.704,0.426,-0.429,-0.043,1000.000,7.161,-2.970,-0.297,1000.000,7.616
3.368,1.360,3.297,1.313,3.439,1.407,-0.710,0.427,-0.500,-0.050,1000.000,7.161,-3.046,-0.305,1000.000,7.616
3.367,1.362,3.296,1.315,3.437,1.409,-0.715,0.429,-0.572,-0.057,1000.000,7.161,-3.122,-0.312,1000.000,7.616
3.365,1.364,3.295,1.317,3.436,1.411,-0.720,0.430,-0.643,-0.064,1000.000,7.161,3.085,0.308,1000.000,7.616
3.364,1.366,3.294,1.318,3.435,1.413,-0.726,0.431,-0.714,-0.071,1000.000,7.161,3.009,0.301,1000.000,7.616
3.363,1.367,3.292,1.320,3.434,1.415,-0.731,0.433,-0.786,-0.079,1000.000,7.161,2.932,0.293,1000.000,7.616
3.362,1.369,3.291,1.322,3.432,1.417,-0.736,0.434,-0.857,-0.086,1000.000,7.161,2.856,0.286,1000.000,7.616
3.361,1.371,3.290,1.324,3.431,1.419,-0.742,0.435,-0.929,-0.093,1000.000,7.161,2.780,0.278,1000.000,7.616
3.359,1.373,3.289,1.325,3.430,1.420,-0.747,0.437,-1.000,-0.100,1000.000,7.161,2.704,0.270,1000.000,7.616
3.358,1.375,3.288,1.327,3.429,1.422,-0.752,0.438,-1.072,-0.107,1000.000,7.161,2.628,0.263,1000.000,7.616
3.357,1.377,3.287,1.329,3.427,1.424,-0.758,0.439,-1.143,-0.114,1000.000,7.247,2.552,0.255,1000.000,7.616
3.356,1.378,3.285,1.331,3.426,1.426,-0.763,0.441,-1.215,-0.122,1000.000,7.247,2.476,0.248,1000.000,7.616
3.354,1.380,3.284,1.332,3.425,1.428,-0.769,0.442,-1.287,-0.129,1000.000,7.247,2.400,0.240,1000.000,7.616
3.353,1.382,3.283,1.334,3.424,1.430,-0.774,0.443,-1.360,-0.136,1000.000,7.247,2.324,0.232,1000.000,7.616
3.352,1.384,3.282,1.336,3.422,1.432,-0.779,0.445,-1.432,-0.143,1000.000,7.247,2.248,0.225,1000.000,7.616
3.351,1.386,3.281,1.338,3.421,1.434,-0.785,0.446,-1.504,-0.150,1000.000,7.247,2.172,0.217,1000.000,7.616
3.349,1.388,3.279,1.340,3.420,1.436,-0.790,0.448,-1.577,-0.158,1000.000,7.247,2.096,0.210,1000.000,7.616
3.348,1.389,3.278,1.341,3.418,1.437,-0.795,0.449,-1.649,-0.165,1000.000,7.247,2.020,0.202,1000.000,7.616
3.347,1.391,3.277,1.343,3.417,1.439,-0.801,0.450,-1.721,-0.172,1000.000,7.247,1.944,0.194,1000.000,7.616
3.346,1.393,3.276,1.345,3.416,1.441,-0.806,0.452,-1.794,-0.179,1000.000,7.247,1.868,0.187,1000.000,7.616
3.345,1.395,3.274,1.347,3.415,1.443,-0.812,0.453,-1.866,-0.187,1000.000,7.331,1.792,0.179,1000.000,7.616
3.343,1.397,3.273,1.349,3.413,1.445,-0.817,0.454,-1.939,-0.194,1000.000,7.331,1.715,0.172,1000.000,7.616
3.342,1.399,3.272,1.350,3.412,1.447,-0.822,0.456,-2.012,-0.201,1000.000,7.331,1.639,0.164,1000.000,7.616
3.341,1.400,3.271,1.352,3.411,1.449,-0.828,0.457,-2.085,-0.209,1000.000,7.331,1.563,0.156,1000.000,7.616
3.339,1.402,3.270,1.354,3.409,1.451,-0.833,0.458,-2.158,-0.216,1000.000,7.331,1.487,0.149,1000.000,7.616
3.338,1.404,3.268,1.356,3.408,1.452,-0.838,0.460,-2.232,-0.223,1000.000,7.331,1.411,0.141,1000.000,7.616
3.337,1.406,3.267,1.358,3.407,1.454,-0.844,0.461,-2.305,-0.230,1000.000,7.331,1.335,0.134,1000.000,7.616
3.336,1.408,3.266,1.359,3.406,1.456,-0.849,0.462,-2.378,-0.238,1000.000,7.331,1.259,0.126,1000.000,7.616
3.334,1.410,3.265,1.361,3.404,1.458,-0.855,0.464,-2.451,-0.245,1000.000,7.331,1.183,0.118,1000.000,7.616
3.333,1.411,3.263,1.363,3.403,1.460,-0.860,0.465,-2.525,-0.252,1000.000,7.331,1.107,0.111,1000.000,7.616
3.332,1.413,3.262,1.365,3.402,1.462,-0.865,0.466,-2.598,-0.260,1000.000,7.413,1.031,0.103,1000.000,7.616
3.331,1.415,3.261,1.367,3.400,1.464,-0.871,0.468,-2.671,-0.267,1000.000,7.413,0.955,0.095,1000.000,7.616
3.329,1.417,3.260,1.368,3.399,1.466,-0.876,0.469,-2.745,-0.275,1000.000,7.413,0.879,0.088,1000.000,7.616
3.328,1.419,3.258,1.370,3.398,1.467,-0.882,0.470,-2.819,-0.282,1000.000,7.413,0.803,0.080,1000.000,7.616
3.327,1.421,3.257,1.372,3.397,1.469,-0.887,0.472,-2.893,-0.289,1000.000,7.413,0.727,0.073,1000.000,7.616
3.326,1.422,3.256,1.374,3.395,1.471,-0.892,0.473,-2.967,-0.297,1000.000,7.413,0.651,0.065,1000.000,7.616
3.324,1.424,3.255,1.376,3.394,1.473,-0.898,0.474,-3.041,-0.304,1000.000,7.413,0.575,0.057,1000.000,7.616
3.323,1.426,3.253,1.377,3.393,1.475,-0.903,0.476,-3.115,-0.312,1000.000,7.413,0.499,0.050,1000.000,7.616
3.322,1.428,3.252,1.379,3.391,1.477,-0.909,0.477,3.094,0.309,1000.000,7.413,0.423,0.042,1000.000,7.616
3.320,1.430,3.251,1.381,3.390,1.479,-0.914,0.479,3.020,0.302,1000.000,7.413,0.346,0.035,1000.000,7.616
3.319,1.432,3.250,1.383,3.389,1.480,-0.919,0.480,2.946,0.295,1000.000,7.493,0.270,0.027,1000.000,7.616
